Place Name,Rating,About Place,Best Time To Visit
Clouds Valley Leisure Hotel,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1.Mandatory Christmas Eve Dinner Supplement Charges on 24th Dec at Rs.2000 per person (pay at check in) 2.Mandatory New Year Eve Dinner Supplement Charges on 31st Dec sat Rs.2500 per person (pay at check in) Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Doctor on Call|Internet Access - Surcharge|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Conference Facility |Internet Access Free|Parking Facility|Room Service,
Cochin City Residency,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid ID proof is required at the time of check in for all guests. Doctor on Call|Parking Facilities Available|Outdoor Parking - Secured|Parking Facility|Public Restrooms,
D'SILVA COTTAGES,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion. Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available",
Country Cottage Manali,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly we respects the privacy of all its customer and business partners. Arrival and Departure policy as below :-  Check in 1200 and Check out 1100 Hours  Early in Check and Late Check out Subjected to availability. Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Barbecue Area|Beauty Salon - on charge|Currency Exchange|Doctor on Call|Dry Cleaning|Gift Shop |Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Translation Services|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|ATM / Banking|Fax Machine|Kitchen available (home cook food on request)|Multi - Line Phone|Fire Place Available |Free Local Calls|Picnic Area|Cell Phone Rental|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Skiing Facility Available|Nature Walk|Smoking Area |Veranda|Open Air Restaurant / Dining | Bike on Rent|Veg / Non Veg Kitchens Separate |Horse Ride ( Chargeable ) |Shopping Drop Facility (on fixed timings)|In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Oxygen Cylinder (on request)|Meditation Room|Water Dispenser Available|Self Check - In|Taxi Services|Board Room|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|Yoga Hall / Classes|Children's Park|Postal / Parcel Services|Family Room|Room Service (24 Hours)| Cook Services|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Adjoining Rooms|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fishing|Ayurvedic Facilities |Trekking|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Flower Shop|Full Time Operation for All 7 Days|Paid Transfers|Public Restrooms|Speciality Restaurant |Stamps and Mailing Facility|Suites",
DEUTA'S COTTAGE,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried Doctor on Call|Parking Facilities Available|Room Service|Public Restrooms,
"Country Inn &amp; Suites By Carlson, Bengaluru Hebbal",4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly As per the Government directives it is Mandatory for all the guest to show their ID proof at the time of check in, PAN card will not be accepted as ID proof Pets are not allowed Swimming Pool|Bar / Lounge |Business Center |Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service",
Comfort Inn Service Apartment,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly we need id proof at the time of check in. unmarried couples not allowed Currency Exchange|Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,
Desert Adventure Camp,4.0,"The standard check-in time is 03:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel May Charge Dinner Supplement for Festive, Christmas and New Year Gala's Dinner charges that need to be paid while on Check-IN. Concierge|Currency Exchange|Doctor on Call|Laundry Service Available|Front Desk|Local Tour / Travel Desk|Valet service|Welcome Drinks|Power Backup|Dance Performances (on demand)|Free Local Calls|Safari|Camel Ride| Bike on Rent|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Taxi Services|Campfire / Bon Fire| Drivers Rest Room|Guide / Sightseeing Service|Adjoining Rooms|Outdoor Parking - Secured|Restaurant|Recreation Zone",
Desert Tulip Hotels and Resort,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Athithi Devo Bhava Swimming Pool|Airport Transfer Available / Surcharge|Ballroom|Banquet Facilities|Bar / Lounge |Barbecue Area|Beauty Salon - on charge|Billiards|Business Center |Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Non Smoking Hotel|Spa On Site - Chargeable|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Exhibit Space|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Conference Facility |Disabled Friendly Rooms|Fax Machine|Wheelchair Accessibility - Room|Pool Table|Massage Services |Poolside Bar|Safari|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Camel Ride|Veranda|Open Air Restaurant / Dining |Transfers Available|Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Kids Play Zone|Oxygen Cylinder (on request)|Taxi Services|Board Room|City Shuttle Service|Campfire / Bon Fire| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Spa Services Nearby|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",
Dass Suites,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Doctor on Call|Multi - Line Phone|STD / ISD,
Corbett View Resort,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Swimming Pool|Babysitting/ Child Care (surcharge)|Banquet Facilities|Billiards|Concierge|Currency Exchange|Games Zone|Gift Shop |Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Table Tennis|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Power Backup|Gardens|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Kitchen available (home cook food on request)|Wheelchair Accessibility - Room|Pool Table|Massage Services |Safari|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|City Shuttle Service|Campfire / Bon Fire| Drivers Rest Room|Newspapers In Lobby|Party hall|Air / Rail Booking|Baggage Room|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",
